Date,Open,High,Low,Close,Adj Close,Volume
2020-01-10,7817.91,8210.62,7670.0,8207.09,8207.09,2013738849.92087
2020-01-11,8207.2,8292.19,8003.87,8020.56,8020.56,1338581053.9655
2020-01-12,8020.58,8195.0,7956.28,8186.7,8186.7,881428055.68761
2020-01-13,8186.22,8200.0,8053.78,8113.0,8113.0,604921759.06788
2020-01-14,8112.99,8893.0,8109.02,8825.0,8825.0,2496741836.26976
2020-01-15,8825.0,8921.2,8570.52,8825.3,8825.3,2084078908.15777
2020-01-16,8825.35,8868.21,8596.25,8725.08,8725.08,1460649456.34463
2020-01-17,8724.99,9039.0,8680.0,8918.72,8918.72,1827760141.13558
2020-01-18,8918.73,8995.0,8816.0,8925.0,8925.0,1021654832.44937
2020-01-19,8925.0,9205.3,8440.91,8705.85,8705.85,1990403744.33708
2020-01-20,8705.98,8750.37,8526.06,8650.0,8650.0,1083263125.12439
2020-01-21,8650.0,8790.1,8448.6,8742.43,8742.43,931932876.50871
2020-01-22,8742.78,8820.0,8585.85,8684.57,8684.57,819676430.85578
2020-01-23,8684.47,8694.0,8326.0,8409.6,8409.6,1383035382.70483
2020-01-24,8410.0,8528.0,8247.0,8441.96,8441.96,1217077351.53608
2020-01-25,8442.82,8455.0,8272.0,8344.64,8344.64,809079683.34699
2020-01-26,8344.37,8624.45,8300.0,8611.21,8611.21,999306483.13926
2020-01-27,8611.21,9015.48,8565.0,8913.61,8913.61,1511064610.55725
2020-01-28,8913.61,9436.06,8905.0,9398.98,9398.98,2222778105.27098
2020-01-29,9399.72,9460.52,9242.0,9311.0,9311.0,1584974428.29945
2020-01-30,9311.23,9599.0,9210.42,9525.67,9525.67,1789181440.43438
2020-01-31,9525.67,9550.72,9220.0,9364.51,9364.51,1373298967.87264
2020-02-01,9364.5,9477.76,9306.0,9392.74,9392.74,1024210862.88076
2020-02-02,9392.99,9489.92,9160.01,9338.2,9338.2,1391948766.66181
2020-02-03,9340.49,9647.61,9250.0,9300.64,9300.64,1491076833.73277
2020-02-04,9300.63,9368.0,9105.0,9198.35,9198.35,1363688333.14538
2020-02-05,9198.32,9799.08,9179.88,9630.0,9630.0,2014987376.43659
2020-02-06,9630.0,9884.0,9550.0,9778.12,9778.12,1950865328.54665
2020-02-07,9777.97,9900.0,9736.66,9821.52,9821.52,1272175090.89561
2020-02-08,9821.52,9956.0,9680.55,9906.43,9906.43,1270369231.27298
2020-02-09,9906.09,10184.34,9892.15,10167.38,10167.38,1446593331.85639
2020-02-10,10167.37,10213.56,9750.0,9865.56,9865.56,1831546625.42966
2020-02-11,9865.56,10409.96,9729.36,10229.06,10229.06,1906183204.95577
2020-02-12,10230.74,10479.98,10229.71,10339.99,10339.99,1650500848.23864
2020-02-13,10339.64,10540.0,10101.0,10239.63,10239.63,2192034973.13267
2020-02-14,10240.02,10390.0,10123.37,10356.82,10356.82,1345001966.03801
2020-02-15,10356.27,10389.75,9752.3,9914.99,9914.99,1533600988.37217
2020-02-16,9914.31,10060.45,9626.64,9921.86,9921.86,1398906974.55862
2020-02-17,9921.87,9971.0,9461.89,9716.0,9716.0,1795989784.48734
2020-02-18,9716.0,10270.0,9598.0,10174.32,10174.32,1642320613.87592
2020-02-19,10174.53,10286.0,9293.07,9593.65,9593.65,1861820032.84195
2020-02-20,9593.31,9700.0,9382.59,9601.99,9601.99,1370467343.1851
2020-02-21,9601.51,9759.59,9547.0,9681.39,9681.39,957995037.551
2020-02-22,9681.39,9710.7,9565.0,9659.2,9659.2,563688224.30407
2020-02-23,9658.95,10018.9,9657.0,9943.12,9943.12,959596142.38798
2020-02-24,9943.12,10000.0,9487.38,9662.95,9662.95,1535789024.65726
2020-02-25,9662.88,9686.78,9247.0,9326.0,9326.0,1596316068.55609
2020-02-26,9326.0,9384.0,8610.0,8792.22,8792.22,2409004404.57587
2020-02-27,8793.96,8978.0,8533.9,8828.0,8828.0,1763578868.15436
2020-02-28,8827.12,8908.86,8450.0,8699.57,8699.57,1698656157.08208
2020-02-29,8699.86,8799.83,8530.0,8531.98,8531.98,898160923.81681
2020-03-01,8532.5,8762.24,8409.0,8537.84,8537.84,1494294629.10932
2020-03-02,8537.84,8972.0,8504.95,8919.7,8919.7,1405207928.76918
2020-03-03,8919.7,8922.34,8657.41,8765.0,8765.0,1406716868.87184
2020-03-04,8765.0,8853.88,8669.23,8756.93,8756.93,923600039.89969
2020-03-05,8755.98,9172.3,8755.98,9062.81,9062.81,1458350448.94803
2020-03-06,9062.62,9179.75,8994.14,9139.48,9139.48,1045435230.09336
2020-03-07,9139.77,9204.0,8850.0,8897.18,8897.18,1135455550.23333
2020-03-08,8895.62,8897.71,7997.7,8038.46,8038.46,2003492668.69928
2020-03-09,8038.99,8182.31,7635.21,7932.15,7932.15,2627368283.37935
2020-03-10,7932.45,8156.31,7733.0,7897.66,7897.66,2044527824.74198
2020-03-11,7898.21,7988.0,7593.29,7938.39,7938.39,1724800753.69309
2020-03-12,7938.39,7969.0,4347.0,4764.65,4764.65,4935684191.16036
2020-03-13,4762.28,5971.0,3621.81,5570.26,5570.26,4777193239.09059
2020-03-14,5569.84,5638.42,5040.0,5167.01,5167.01,1697439879.44057
2020-03-15,5167.21,5954.47,5089.12,5357.32,5357.32,1916062699.25133
2020-03-16,5354.81,5361.26,4413.62,5026.26,5026.26,3043134893.44952
2020-03-17,5027.11,5529.98,4913.49,5307.38,5307.38,2271134947.39557
2020-03-18,5306.42,5435.0,4982.75,5389.64,5389.64,2108477121.1638
2020-03-19,5389.94,6400.0,5246.5,6159.6,6159.6,2922169778.65964
2020-03-20,6159.41,6911.0,5650.0,6203.77,6203.77,3643186059.94639
2020-03-21,6204.47,6457.17,5854.01,6183.69,6183.69,2387762770.11733
2020-03-22,6183.84,6408.91,5730.35,5810.17,5810.17,2379970465.43368
2020-03-23,5810.3,6619.9,5670.0,6463.84,6463.84,3012248578.73576
2020-03-24,6463.21,6840.0,6369.0,6741.33,6741.33,2903592538.87217
2020-03-25,6740.86,6960.71,6436.26,6673.41,6673.41,2667204859.2776
2020-03-26,6673.57,6777.5,6500.0,6733.76,6733.76,1870132448.53115
2020-03-27,6733.76,6840.0,6230.0,6353.64,6353.64,1715677661.94467
2020-03-28,6353.64,6354.74,6004.0,6230.95,6230.95,2120036125.18386
2020-03-29,6231.81,6260.0,5857.6,5876.27,5876.27,1525085226.99231
2020-03-30,5876.27,6606.15,5850.0,6391.08,6391.08,2435748934.7935
2020-03-31,6389.52,6516.63,6320.0,6407.1,6407.1,1689175318.59372
2020-04-01,6407.1,6693.0,6140.0,6641.51,6641.51,2470585503.92402
2020-04-02,6641.22,7290.0,6542.73,6791.63,6791.63,3604597593.4311
2020-04-03,6791.65,7049.11,6600.0,6729.8,6729.8,2809083862.31635
2020-04-04,6729.8,7020.0,6629.99,6851.1,6851.1,2168134179.35285
2020-04-05,6851.4,6893.44,6668.02,6768.9,6768.9,1622119002.66283
2020-04-06,6768.9,7370.0,6760.0,7325.73,7325.73,3269655313.60241
2020-04-07,7325.73,7457.0,7070.43,7192.9,7192.9,3065548691.90531
2020-04-08,7192.9,7417.83,7145.14,7357.66,7357.66,2426530950.31658
2020-04-09,7357.15,7365.69,7105.98,7278.65,7278.65,2136691783.39294
2020-04-10,7278.83,7290.0,6741.0,6857.82,6857.82,3057722780.62013
2020-04-11,6858.0,6944.28,6757.29,6874.18,6874.18,1535701119.55164
2020-04-12,6874.17,7173.98,6775.66,6900.52,6900.52,2245397129.53634
2020-04-13,6900.19,6900.99,6558.0,6834.0,6834.0,2840095791.57115
2020-04-14,6834.01,6975.6,6751.0,6864.11,6864.11,1926255197.49405
2020-04-15,6864.11,6929.0,6602.59,6616.89,6616.89,1902882417.25705
2020-04-16,6616.88,7190.92,6465.33,7098.15,7098.15,3869854829.89996
2020-04-17,7098.15,7140.0,6981.0,7022.44,7022.44,1958075004.68818
2020-04-18,7022.0,7290.0,7008.11,7242.42,7242.42,1616702892.39814
2020-04-19,7242.49,7258.42,7055.0,7118.03,7118.03,1550386464.89985
2020-04-20,7118.04,7208.55,6735.95,6825.29,6825.29,3107676568.44843
2020-04-21,6825.28,6940.0,6759.16,6838.0,6838.0,1972271576.59066
2020-04-22,6838.0,7154.9,6812.57,7120.06,7120.06,2147460698.31218
2020-04-23,7120.06,7802.38,7020.0,7483.35,7483.35,3475717726.54963
2020-04-24,7483.36,7612.91,7388.0,7504.11,7504.11,2091451737.76575
2020-04-25,7504.62,7722.33,7433.0,7534.01,7534.01,1836251609.0206
2020-04-26,7534.01,7709.57,7476.86,7694.17,7694.17,2052434573.88043
2020-04-27,7693.63,7795.6,7623.98,7774.0,7774.0,2236759632.39633
2020-04-28,7774.0,7780.0,7662.49,7735.75,7735.75,1679915193.12297
2020-04-29,7735.76,8988.66,7710.0,8784.2,8784.2,7297189826.77707
2020-04-30,8784.05,9479.77,8400.0,8624.76,8624.76,8437341148.3913
2020-05-01,8623.61,9065.0,8619.84,8830.52,8830.52,3680586288.10126
2020-05-02,8830.52,9020.0,8755.01,8975.18,8975.18,2627710360.02383
2020-05-03,8975.18,9200.0,8727.24,8900.0,8900.0,4049513026.35921
2020-05-04,8899.99,8954.94,8526.0,8873.98,8873.98,3852426972.1002
2020-05-05,8873.99,9118.17,8766.12,9022.78,9022.78,3661156607.2414
2020-05-06,9022.76,9405.0,8916.01,9148.27,9148.27,4664860084.31144
2020-05-07,9148.29,10080.0,9022.0,9995.0,9995.0,7079465730.29004
2020-05-08,9994.74,10045.03,9726.0,9807.49,9807.49,4537481797.57234
2020-05-09,9809.63,9923.98,9528.23,9550.67,9550.67,3999406853.4751
2020-05-10,9550.25,9580.0,7940.0,8719.53,8719.53,7302630276.90636
2020-05-11,8723.23,9164.0,8151.12,8561.09,8561.09,7000184961.90937
2020-05-12,8560.73,8981.0,8520.43,8808.71,8808.71,3246499322.14054
2020-05-13,8808.71,9397.0,8790.04,9305.91,9305.91,3445913924.84949
2020-05-14,9305.91,9950.0,9250.66,9786.8,9786.8,5798873580.6393
2020-05-15,9787.62,9843.5,9100.0,9310.73,9310.73,4784027638.71762
2020-05-16,9311.21,9585.0,9210.03,9374.99,9374.99,2705830761.58087
2020-05-17,9374.99,9880.0,9317.16,9678.57,9678.57,2902728542.66065
2020-05-18,9677.31,9958.67,9450.0,9731.1,9731.1,3533354104.77906
2020-05-19,9731.11,9900.0,9462.0,9773.64,9773.64,3642878349.1972
2020-05-20,9772.66,9838.0,9281.42,9508.11,9508.11,3218411345.98419
2020-05-21,9508.0,9573.0,8812.2,9060.0,9060.0,4241795752.8548
2020-05-22,9060.0,9259.38,8920.0,9166.4,9166.4,2515865909.3341
2020-05-23,9166.43,9300.0,9076.9,9176.41,9176.41,1852871137.72634
2020-05-24,9176.32,9294.44,8674.0,8711.37,8711.37,3070856922.4242
2020-05-25,8711.37,8977.0,8623.38,8895.65,8895.65,2667337683.37678
2020-05-26,8895.66,9011.82,8693.18,8837.05,8837.05,2439508067.10614
2020-05-27,8837.88,9230.0,8811.0,9197.32,9197.32,2466842797.45267
2020-05-28,9197.32,9621.65,9110.97,9569.59,9569.59,3062477084.82549
2020-05-29,9569.58,9598.0,9317.42,9422.26,9422.26,2255365978.23178
2020-05-30,9422.11,9753.0,9326.01,9695.0,9695.0,2431044087.19118
2020-05-31,9694.38,9698.0,9371.76,9446.43,9446.43,2096318341.55532
2020-06-01,9446.49,10497.25,9420.85,10232.48,10232.48,3267274407.65878
2020-06-02,10232.41,10262.3,9264.15,9514.9,9514.9,3459821278.61491
2020-06-03,9514.9,9694.75,9382.33,9663.59,9663.59,1770390770.5907
2020-06-04,9663.58,9884.0,9440.0,9788.33,9788.33,2564530031.26807
2020-06-05,9788.32,9855.0,9580.52,9617.29,9617.29,2307020792.84172
2020-06-06,9616.64,9738.77,9528.0,9664.0,9664.0,1469881938.14958
2020-06-07,9664.01,9823.13,9373.0,9743.92,9743.92,2440468630.5443
2020-06-08,9743.92,9816.0,9631.0,9778.87,9778.87,1575946981.01871
2020-06-09,9778.87,9890.0,9550.03,9771.66,9771.66,1986584445.30502
2020-06-10,9771.66,10015.99,9681.21,9884.99,9884.99,1900724588.13658
2020-06-11,9884.99,9970.1,9055.07,9278.03,9278.03,3862130909.12521
2020-06-12,9277.72,9550.0,9238.0,9458.91,9458.91,1992908459.95852
2020-06-13,9458.77,9497.85,9340.0,9468.54,9468.54,1068817694.4318
2020-06-14,9468.55,9477.0,9240.97,9339.61,9339.61,1350388889.47993
2020-06-15,9339.7,9490.83,8888.43,9422.01,9422.01,3811857667.87459
2020-06-16,9422.01,9595.0,9370.0,9519.12,9519.12,2143232282.69654
2020-06-17,9519.13,9569.0,9231.03,9458.45,9458.45,2143290042.11355
2020-06-18,9458.45,9483.85,9272.41,9381.59,9381.59,1488056320.7728
2020-06-19,9381.99,9453.0,9239.0,9307.0,9307.0,2048059719.36743
2020-06-20,9307.0,9394.29,9165.0,9354.04,9354.04,1436354409.44428
2020-06-21,9353.84,9420.47,9279.0,9293.51,9293.51,1033976410.97488
2020-06-22,9293.39,9795.0,9273.0,9686.99,9686.99,2482574353.64243
2020-06-23,9686.99,9723.23,9585.0,9631.66,9631.66,1588083862.05429
2020-06-24,9631.65,9678.0,9210.0,9298.4,9298.4,2825265494.90329
2020-06-25,9298.78,9350.9,9005.0,9246.75,9246.75,2510788505.43618
2020-06-26,9246.75,9297.16,9038.52,9159.99,9159.99,2285936800.87162
2020-06-27,9159.99,9195.75,8816.4,9008.0,9008.0,2153509215.41693
2020-06-28,9008.0,9188.0,8932.68,9114.0,9114.0,1395928886.65951
2020-06-29,9114.01,9233.0,9022.0,9189.48,9189.48,1610778783.22314
2020-06-30,9189.99,9205.0,9063.97,9138.87,9138.87,1311949155.72121
2020-07-01,9138.88,9293.0,9090.0,9233.29,9233.29,1487427692.29113
2020-07-02,9233.29,9262.99,8936.0,9087.72,9087.72,2105533922.19592
2020-07-03,9087.72,9124.52,9036.06,9057.52,9057.52,881331916.25717
2020-07-04,9058.07,9194.0,9042.84,9137.18,9137.18,913030839.30531
2020-07-05,9137.18,9146.35,8900.0,9071.86,9071.86,1261953986.20306
2020-07-06,9071.87,9379.0,9058.1,9339.6,9339.6,1843703742.26119
2020-07-07,9339.59,9380.0,9201.23,9258.51,9258.51,1184876083.76661
2020-07-08,9258.51,9470.0,9233.47,9436.08,9436.08,1594244760.10968
2020-07-09,9436.08,9440.81,9164.33,9236.28,9236.28,1751622435.13053
2020-07-10,9236.29,9317.24,9121.42,9288.39,9288.39,1295681629.8825
2020-07-11,9288.39,9301.74,9178.91,9233.5,9233.5,692340842.13135
2020-07-12,9233.5,9349.0,9155.0,9300.69,9300.69,1182491576.57045
2020-07-13,9300.7,9345.0,9200.0,9241.2,9241.2,1262652034.01365
2020-07-14,9241.18,9279.0,9116.0,9254.17,9254.17,1194751477.53481
2020-07-15,9254.17,9272.56,9156.0,9197.3,9197.3,959516024.21559
2020-07-16,9197.75,9223.0,9044.02,9132.0,9132.0,1350809171.27347
2020-07-17,9132.0,9187.0,9087.0,9151.69,9151.69,739789769.33429
2020-07-18,9151.7,9210.0,9121.98,9171.8,9171.8,579542001.39296
2020-07-19,9171.79,9239.59,9108.0,9210.51,9210.51,692144095.42895
2020-07-20,9210.68,9221.0,9131.01,9161.13,9161.13,664469650.80326
2020-07-21,9161.28,9439.6,9152.62,9388.01,9388.01,1671206199.52861
2020-07-22,9388.0,9543.0,9272.0,9518.25,9518.25,1189260919.42176
2020-07-23,9518.25,9678.32,9439.86,9604.41,9604.41,1593882469.43966
2020-07-24,9604.41,9650.0,9470.0,9539.7,9539.7,1279232338.52369
2020-07-25,9539.7,9735.1,9526.31,9701.49,9701.49,1284993355.34513
2020-07-26,9701.54,10300.0,9655.2,9939.69,9939.69,2598998008.67622
2020-07-27,9939.68,11488.0,9928.61,11047.58,11047.58,7891956950.28577
2020-07-28,11047.58,11270.0,10580.0,10919.94,10919.94,5481417615.66494
2020-07-29,10919.94,11364.8,10844.34,11113.03,11113.03,3965422424.83448
2020-07-30,11113.01,11195.52,10826.55,11111.96,11111.96,2540930684.6047
2020-07-31,11111.97,11450.42,10971.78,11343.68,11343.68,3455848822.1417
2020-08-01,11343.67,11887.45,11201.0,11811.42,11811.42,4493961579.32069
2020-08-02,11811.43,12154.25,10490.0,11079.72,11079.72,5584559651.07942
2020-08-03,11080.7,11483.0,10923.0,11227.07,11227.07,2689651526.95353
2020-08-04,11227.07,11427.38,11025.0,11200.05,11200.05,2245992628.82789
2020-08-05,11200.06,11798.56,11103.0,11752.5,11752.5,3037923802.72495
2020-08-06,11752.5,11916.02,11571.78,11770.56,11770.56,2782205258.01308
2020-08-07,11769.97,11920.0,11318.93,11596.06,11596.06,3191651680.81522
2020-08-08,11596.26,11819.0,11513.69,11765.72,11765.72,1808155550.968
2020-08-09,11765.72,11811.0,11526.9,11685.99,11685.99,1462717950.80531
2020-08-10,11685.99,12100.0,11384.9,11896.89,11896.89,3447830045.74761
2020-08-11,11896.86,11944.0,11127.0,11392.64,11392.64,3881574730.95979
2020-08-12,11392.64,11630.0,11140.0,11568.36,11568.36,2446503849.80986
2020-08-13,11568.37,11798.0,11272.0,11790.0,11790.0,2865188930.5497
2020-08-14,11790.0,11868.42,11644.6,11767.89,11767.89,1869288349.44223
2020-08-15,11767.89,11993.58,11682.0,11859.04,11859.04,2639621485.17468
2020-08-16,11858.91,11945.0,11688.0,11921.23,11921.23,1962706567.39091
2020-08-17,11921.32,12499.42,11780.0,12298.06,12298.06,4026216925.4314
2020-08-18,12298.06,12403.0,11810.0,11960.79,11960.79,3529402332.9399
2020-08-19,11962.03,12037.05,11574.78,11763.87,11763.87,3688115093.97591
2020-08-20,11763.88,11888.0,11676.03,11857.92,11857.92,1544542409.29488
2020-08-21,11858.53,11882.68,11491.0,11538.53,11538.53,2282701561.58203
2020-08-22,11538.53,11689.08,11385.06,11670.47,11670.47,1462044717.32797
2020-08-23,11670.48,11724.0,11522.15,11654.0,11654.0,1111234523.15725
